year,user,comnam,cusip,prc,horrizon,follow,afacc,ni,size,loss,roa,roe,mb,cash,post,post_use,treat,post_treat
2005,1,ALLERGAN INC,1849010,107.96,5.857933155,12.33333333,-0.00925126,403.9,7.955600451,0,0.14169444,0.257770119,9.151623614,0.574346478,0,0,1,0
2006,1,ALLERGAN INC,1849010,119.74,5.855071922,12.75,-0.00277881,-127.4,8.660098016,1,-0.022090826,-0.040533232,5.800862225,0.480406946,0,0,1,0
2007,1,ALLERGAN INC,1849010,64.24,5.855071922,13.5,-0.00250543,499.3,8.791835616,0,0.076147919,0.134007382,5.256370213,0.20077682,0,0,1,0
2008,1,ALLERGAN INC,1849010,40.32,5.874930731,14.75,-0.00155666,578.6,8.823544897,0,0.085197238,0.144278483,3.057334404,0.168771754,0,0,1,0
2009,1,ALLERGAN INC,1849010,63.01,5.857933155,20,-0.01736111,621.3,8.927659108,0,0.082437704,0.128825579,3.977424594,0.286705049,1,1,1,1
2010,1,ALLERGAN INC,1849010,68.67,5.855071922,22.08333333,-0.0031741,0.6,9.025106579,0,7.22E-05,0.000126111,4.409778202,0.264204018,1,1,1,1
2011,1,ALLERGAN INC,1849010,87.74,5.857933155,25.83333333,-0.0072812,934.5,9.048950217,0,0.109830054,0.176001959,5.044554256,0.289608936,1,1,1,1
2012,1,ALLERGAN INC,1849010,91.73,5.87211779,27,-0.00569866,1098.8,9.124815163,0,0.119704117,0.188244162,4.719590297,0.31753755,1,1,1,1
2013,1,ALLERGAN INC,1849010,111.08,5.874930731,27.5,0,985.1,9.266276372,0,0.119998487,0.196326897,5.114832523,0.331844476,1,1,1,1
2005,1,AGILYSYS INC,00847J10,18.22,5.87211779,2,-0.05089059,28.114,6.637048311,0,0.037586632,0.074342638,1.193575456,0.181375881,0,0,1,0
2006,1,AGILYSYS INC,00847J10,16.74,5.908082938,2,-0.16276704,232.855,6.802661394,0,-0.012938704,-0.018561237,1.122489136,0.793692901,0,0,1,0
2007,1,AGILYSYS INC,00847J10,15.12,5.840641657,2,-0.29880477,3.659,6.546600315,0,0.00097863,0.001420333,0.546558352,0.078506294,0,0,1,0
2008,1,AGILYSYS INC,00847J10,4.29,5.869296913,4,-0.14241211,-284.134,5.928088017,1,-0.753632129,-1.464255878,0.504842853,0.052084366,0,0,1,0
2009,1,AGILYSYS INC,00847J10,9.11,5.860786224,1.75,-0.98275859,3.547,5.803238594,0,0.010824195,0.017976715,1.287679918,0.175023235,1,1,1,1
2010,1,AGILYSYS INC,00847J10,5.63,5.857933155,2.083333333,-0.09302325,-55.475,5.747473948,1,-0.177577961,-0.374567871,0.892292038,0.225062127,1,1,1,1
2011,1,AGILYSYS INC,00847J10,7.95,5.891644212,1,-2.45299909,-22.783,5.323687798,1,-0.167723953,-0.299192576,1.718530908,0.312380361,1,0,1,1
2012,0,AGILYSYS INC,00847J10,8.37,5.877735782,1,-3.13588863,-1.298,5.288085196,1,-0.006590037,-0.011400365,1.933418002,0.406247704,1,0,1,1
2005,1,ARMOR HOLDINGS INC,4226010,42.65,5.85220248,8.916666667,-0.15099957,132.51,7.288833428,0,0.090582707,0.186480941,2.117968862,0.365102824,0,0,0,0
2006,1,ARMOR HOLDINGS INC,4226010,54.85,5.855071922,9.583333333,-0.13833528,134.562,7.748939202,0,0.058048126,0.158180574,2.291912762,0.027557623,0,0,0,0
2005,1,ALBANY INTERNATIONAL CORP NE,1234810,36.16,5.837730447,1.5,-0.12798635,71.852,6.992139625,0,0.066098338,0.124977823,2.035437958,0.062963764,0,0,0,0
2006,1,ALBANY INTERNATIONAL CORP NE,1234810,32.91,5.857933155,3,-0.19081858,58.039,7.175908142,0,0.04442167,0.116281493,1.926236394,0.062772815,0,0,0,0
2007,1,ALBANY INTERNATIONAL CORP NE,1234810,37.1,5.880532986,1.916666667,-0.44059557,17.782,7.331699917,0,0.011645231,0.029652926,1.82953853,0.056105904,0,0,0,0
2008,1,ALBANY INTERNATIONAL CORP NE,1234810,12.84,5.910796644,3.769230769,-0.11590297,-75.748,7.248806303,1,-0.058506857,-0.195827062,0.916116276,0.069792145,0,0,0,0
2009,1,ALBANY INTERNATIONAL CORP NE,1234810,22.46,5.786897381,3.454545455,-0.13239875,-32.38,7.204340352,1,-0.016648602,-0.052659071,1.632347635,0.069349841,1,0,0,0
2010,1,ALBANY INTERNATIONAL CORP NE,1234810,23.69,5.877735782,3.333333333,-0.09349956,37.636,7.154062861,0,0.029442389,0.08829353,1.733650495,0.090980371,1,0,0,0
2011,1,ALBANY INTERNATIONAL CORP NE,1234810,23.12,5.874930731,1.833333333,-0.06753904,34.938,7.116335701,0,0.021556094,0.063806661,1.740073969,0.093021709,1,0,0,0
2012,1,ALBANY INTERNATIONAL CORP NE,1234810,22.68,5.874930731,3.166666667,-0.24653978,30.977,7.054187966,0,-0.035310025,-0.08276006,1.443491229,0.154938388,1,0,0,0
2013,1,ALBANY INTERNATIONAL CORP NE,1234810,35.93,5.888877958,2.5,-0.41887125,17.517,7.062952268,0,0.015051145,0.03226731,2.097127432,0.19250158,1,0,0,0
2005,0,A A R CORP,36110,23.95,5.894402834,1.666666667,-0.1039666,35.163,6.887367861,0,0.035923904,0.083183312,2.087988702,0.166256504,0,0,0,0
2006,0,A A R CORP,36110,29.19,5.894402834,4.083333333,-0.10554862,58.66,6.974135541,0,0.055681119,0.120278891,2.480950666,0.085119925,0,0,0,0
2007,0,A A R CORP,36110,38.03,5.874930731,5.583333333,-0.00876246,75.144,7.217450768,0,0.055612661,0.129422218,1.277295265,0.102461239,0,0,0,0
2008,0,A A R CORP,36110,18.41,5.874930731,8.083333333,-0.00655385,78.651,7.22875921,0,0.05851133,0.122698453,0.87014637,0.082602184,0,0,0,0
2009,0,A A R CORP,36110,22.98,5.891644212,7.083333333,-0.11483402,44.628,7.314580795,0,0.029731347,0.059750491,1.041409227,0.057618415,1,0,0,0
2010,0,A A R CORP,36110,27.47,5.891644212,6.583333333,-0.44959184,69.826,7.44116026,0,0.042928826,0.087503066,1.255999127,0.038262087,1,0,0,0
2011,0,A A R CORP,36110,19.17,5.874930731,7.416666667,-0.14147208,67.723,7.694690117,0,0.030844127,0.078324268,0.561256244,0.039748152,1,0,0,0
2012,1,A A R CORP,36110,18.68,5.910796644,6.333333333,-0.15536188,55,7.667579318,0,0.025738219,0.059873721,0.860007533,0.034295037,1,0,0,0
2006,1,AIR METHODS CORP,912830,27.92,5.774551546,1.727272727,-0.00768786,17.2,5.526078242,0,0.068756821,0.160277317,3.089531655,0.011817706,0,0,1,0
2007,1,AIR METHODS CORP,912830,49.67,5.894402834,2.333333333,-0.05132521,27.537,5.914993786,0,0.074514547,0.193895226,4.244787988,0.020523112,0,0,1,0
2008,1,AIR METHODS CORP,912830,15.99,5.87211779,5.083333333,-0.07181397,19.269,5.981222274,0,0.048791666,0.120083009,1.201462197,0.035575508,0,0,1,0
2009,1,AIR METHODS CORP,912830,33.62,5.877735782,6.166666667,-0.08549093,28.953,6.052399709,0,0.068264125,0.147312025,2.131377517,0.096405891,1,1,1,1
2010,1,AIR METHODS CORP,912830,56.27,5.877735782,5.75,-0.10609756,42.757,6.584943315,0,0.059129316,0.183169186,3.037816809,0.1431394,1,1,1,1
2011,1,AIR METHODS CORP,912830,84.45,5.855071922,5.25,-0.01244002,46.574,6.936800357,0,0.045284699,0.161770325,3.737011205,0.004925945,1,1,1,1
2012,1,AIR METHODS CORP,912830,36.91,5.857933155,5.25,-0.06867969,93.152,7.020961635,0,0.083255948,0.310910851,4.775102667,0.003712307,1,1,1,1
2013,1,AIR METHODS CORP,912830,58.26,5.857933155,7.083333333,-0.29531292,62.339,7.133727626,0,0.049770028,0.169418332,6.185114755,0.008814305,1,1,1,1
2005,1,APPLIED INDUSTRIAL TECHS INC,03820C10,33.69,5.87211779,4,-0.07592961,55.339,6.538385814,0,0.080181694,0.140708948,2.463168856,0.213014857,0,0,1,0
2006,0,APPLIED INDUSTRIAL TECHS INC,03820C10,26.31,5.87211779,4.75,-0.05264788,72.299,6.595330959,0,0.098948775,0.174289213,2.582478196,0.154205486,0,0,1,0
2007,0,APPLIED INDUSTRIAL TECHS INC,03820C10,29.02,5.877735782,7.583333333,-0.05347594,86.022,6.657200705,0,0.110657873,0.190743332,2.820332474,0.16377412,0,0,1,0
2008,0,APPLIED INDUSTRIAL TECHS INC,03820C10,18.92,5.880532986,6.916666667,-0.02033898,95.456,6.684325437,0,0.119503587,0.19012299,2.035849823,0.130993132,0,0,1,0
2009,0,APPLIED INDUSTRIAL TECHS INC,03820C10,22.07,5.880532986,7.333333333,-0.30202731,42.26,6.697439104,0,0.05221616,0.083172276,1.639424368,0.034605663,1,1,1,1
2010,0,APPLIED INDUSTRIAL TECHS INC,03820C10,32.48,5.87211779,6.916666667,-0.20812182,65.903,6.794048922,0,0.073922066,0.118735801,1.933125997,0.217188828,1,1,1,1
2011,0,APPLIED INDUSTRIAL TECHS INC,03820C10,35.17,5.87211779,7.833333333,-0.16982623,96.759,6.819941034,0,0.105755516,0.152721987,2.394485189,0.102176059,1,1,1,1
2012,0,APPLIED INDUSTRIAL TECHS INC,03820C10,42.01,5.877735782,7,-0.042123,108.779,6.870243425,0,0.113054377,0.161841962,2.30086687,0.085735427,1,0,1,1
2013,0,APPLIED INDUSTRIAL TECHS INC,03820C10,49.09,5.894402834,10.58333333,-0.04070556,118.149,6.96574679,0,0.111597554,0.155538003,2.682974625,0.076039589,1,0,1,1
2007,0,AKORN INC,972810,7.34,5.891644212,1.916666667,-0.384,-19.168,4.731459166,1,-0.220407976,-0.296452102,10.0920743,0.09682882,0,0,1,0
2008,0,AKORN INC,972810,2.3,5.926926026,1.461538462,-0.10899182,-7.939,4.731459166,1,-0.096430176,-0.129209186,3.371708738,0.012223168,0,0,1,0
2009,0,AKORN INC,972810,1.79,5.80814249,1,-1.60869569,-25.306,4.731459166,1,-0.368039093,-0.654968036,4.187646556,0.01964071,1,1,1,1
2010,0,AKORN INC,972810,6.07,5.65248918,1.4,-0.78212292,21.824,4.731459166,0,0.196407358,0.251567687,6.575390193,0.605346209,1,1,1,1
2011,0,AKORN INC,972810,11.12,5.87211779,1.416666667,-0.29654035,43.013,5.730570451,0,0.140041349,0.271876264,6.672787217,0.755624753,1,1,1,1
2012,0,AKORN INC,972810,13.36,5.85220248,4.916666667,-0.02697842,35.378,5.915028868,0,0.095728762,0.175939049,6.367960374,0.132774423,1,1,1,1
2013,0,AKORN INC,972810,24.62,5.869296913,5.916666667,-0.05239521,52.362,6.07028728,0,0.12126307,0.201252979,9.138015143,0.092481702,1,1,1,1
2005,1,ALCAN INC,1371610,40.95,5.87211779,17.33333333,-0.03670473,129,10.19013159,0,0.005818755,0.016072169,1.605879898,0.005428751,0,0,0,0
2006,1,ALCAN INC,1371610,48.74,5.855071922,18.25,-0.39316239,1786,10.27298,0,0.061716023,0.160987921,1.634746911,0.008596742,0,0,0,0
2013,0,ALEXANDER & BALDWIN INC NEW,1449110,41.73,5.837730447,3,-0.14981273,36.9,7.73464633,0,0.006388938,0.012522515,1.739495669,0.002295972,1,1,0,0
2005,1,ALASKA AIRGROUP INC,1165910,35.72,5.837730447,8.083333333,-0.00447895,-5.9,8.240912542,1,0.022283755,0.102102465,1.443906332,0.022068966,0,0,1,0
2006,1,ALASKA AIRGROUP INC,1165910,39.5,5.837730447,8.083333333,-0.00069989,-52.6,8.313386473,1,-0.012901327,-0.059401468,1.797417278,0.060838608,0,0,1,0
2007,1,ALASKA AIRGROUP INC,1165910,25.01,5.837730447,12.33333333,-0.16582278,125,8.410031054,0,0.027834064,0.122070313,0.929351084,0.050109146,0,0,1,0
2008,1,ALASKA AIRGROUP INC,1165910,29.25,5.857933155,9.75,-0.21991203,-135.9,8.483967273,1,-0.028104062,-0.205318024,1.602983079,0.063038589,0,0,1,0
2009,1,ALASKA AIRGROUP INC,1165910,34.56,5.837730447,8.416666667,-0.08119658,121.6,8.514389264,0,0.02439318,0.139433551,1.410417338,0.033956489,1,1,1,1
2010,1,ALASKA AIRGROUP INC,1165910,56.69,5.831882477,13.08333333,-0.23292823,251.1,8.520707011,0,0.050053821,0.22715759,1.842348073,0.017953862,1,1,1,1
2011,1,ALASKA AIRGROUP INC,1165910,75.09,5.837730447,14.66666667,-0.02072676,244.5,8.555644378,0,0.047064485,0.208404364,2.270557237,0.020372364,1,1,1,1
2012,1,ALASKA AIRGROUP INC,1165910,43.09,5.837730447,13.91666667,-0.00332934,316,8.613593686,0,0.057402362,0.222378607,2.134092139,0.023484119,1,1,1,1
2013,1,ALASKA AIRGROUP INC,1165910,73.37,5.837730447,12.41666667,-0.0092829,508,8.672314828,0,0.087016101,0.25036964,2.485901439,0.014532243,1,1,1,1
2005,1,ALPHARMA INC,2081310,28.51,5.80814249,5.363636364,-0.51327431,133.769,7.39288333,0,0.038300266,0.067724093,1.679338553,0.399238064,0,0,0,0
2006,1,ALPHARMA INC,2081310,24.1,5.85220248,3.5,-0.03507541,82.544,6.833289243,0,0.064699608,0.082861993,1.434651015,0.069708134,0,0,0,0
2007,1,ALPHARMA INC,2081310,20.15,5.85220248,5.666666667,-0.12448133,-13.581,7.161750001,1,-0.010542904,-0.018575432,1.206971019,0.326585702,0,0,0,0
2005,0,ANALOGIC CORP,3265720,47.85,5.84932478,1.666666667,-0.22147327,28.862,6.210007532,0,0.058106925,0.072229035,1.774597663,0.460361315,0,0,0,0
2006,0,ANALOGIC CORP,3265720,56.14,5.831882477,2.583333333,-0.18493284,25.066,6.193680639,0,0.009413787,0.010649997,1.476853713,0.508162793,0,0,0,0
2007,0,ANALOGIC CORP,3265720,67.72,5.828945618,5.083333333,-0.080892,15.38,6.131532964,0,0.033497335,0.039099342,2.234282903,0.463618783,0,0,0,0
2008,0,ANALOGIC CORP,3265720,27.28,5.837730447,5,-0.03313752,23.486,6.238646839,0,0.045946025,0.054809034,2.296641447,0.37877689,0,0,0,0
2009,0,ANALOGIC CORP,3265720,38.51,5.837730447,3.916666667,-0.33889041,3.705,6.142282537,0,0.007982953,0.009320309,1.221549637,0.234474191,1,0,0,0
2010,0,ANALOGIC CORP,3265720,49.51,5.831882477,4.083333333,-0.00527565,15.555,6.187804058,0,0.032020932,0.03802788,1.432324676,0.364681953,1,0,0,0
2011,0,ANALOGIC CORP,3265720,57.32,5.831882477,3.333333333,-0.10336485,17.833,6.2587245,0,0.031866429,0.039246987,1.592213063,0.34924739,1,0,0,0
2012,1,ANALOGIC CORP,3265720,74.3,5.796057751,2.909090909,-0.20449897,43.071,6.326142318,0,0.077188725,0.096502726,1.744660792,0.358566356,1,0,0,0
2013,1,ANALOGIC CORP,3265720,88.56,5.877735782,2.5,-0.02343018,31.121,6.378059393,0,0.05294632,0.063982845,1.795772683,0.202569553,1,0,0,0
2005,1,ALTERA CORP,2144110,18.53,5.834810737,29.08333333,-0.06763285,278.829,7.511358424,0,0.152557646,0.22136524,5.287470244,0.450977462,0,0,0,0
2006,1,ALTERA CORP,2144110,19.68,5.891644212,21.33333333,-0.06475985,323.236,7.703365181,0,0.145944179,0.200997288,4.407988802,0.404012484,0,0,0,0
2007,1,ALTERA CORP,2144110,19.32,5.857933155,21.58333333,-0.0101626,290.023,7.479253335,0,0.163862394,0.336668408,7.042599199,0.401886498,0,0,0,0
2008,1,ALTERA CORP,2144110,16.71,5.85220248,20.25,-0.08799172,359.651,7.539509386,0,0.191313187,0.449632881,6.11540078,0.687457272,0,0,0,0
2009,1,ALTERA CORP,2144110,22.63,5.831882477,19.5,-0.14961102,251.062,7.73815299,0,0.109479595,0.231321913,6.188838028,0.822738572,1,0,0,0
2010,1,ALTERA CORP,2144110,35.58,5.831882477,24.66666667,-0.40654001,782.884,8.232396818,0,0.208222857,0.336919642,4.892125206,1.205807875,1,0,0,0
2011,0,ALTERA CORP,2144110,37.1,5.831882477,27.58333333,-0.03372681,770.711,8.362471549,0,0.179977292,0.257427446,3.990854525,0.89682957,1,0,0,0
2012,0,ALTERA CORP,2144110,34.39,5.834810737,29.41666667,-0.02695418,556.807,8.446519193,0,0.119542199,0.167036404,3.296829366,0.671753146,1,0,0,0
2013,0,ALTERA CORP,2144110,32.511,5.837730447,29.08333333,-0.0523408,440.065,8.701320949,0,0.073223994,0.125300856,2.941569155,0.615986249,1,0,0,0
2005,0,AMERICAN GREETINGS CORP,2637510,21.97,5.87211779,3.083333333,-0.06175562,84.376,7.705245358,0,0.040615838,0.073871437,1.037766472,0.084244613,0,0,0,0
2006,0,AMERICAN GREETINGS CORP,2637510,23.87,5.877735782,4,-0.06496143,42.378,7.483926973,0,0.024330592,0.042727741,1.272771906,0.065216529,0,0,0,0
2007,1,AMERICAN GREETINGS CORP,2637510,20.3,5.891644212,2.769230769,-0.24785511,83.003,7.498552962,0,0.046175298,0.088317817,0.972667862,0.069451708,0,0,0,0
2008,1,AMERICAN GREETINGS CORP,2637510,7.57,5.81711116,2.818181818,-0.08126604,-227.759,7.268772382,1,-0.158851239,-0.430392544,0.285761155,0.03337124,0,0,0,0
2009,1,AMERICAN GREETINGS CORP,2637510,21.79,5.929589143,2.230769231,-0.37725824,81.574,7.333448414,0,0.053328504,0.128248101,1.183660135,0.096212969,1,0,0,0
2010,0,AMERICAN GREETINGS CORP,2637510,22.16,5.837730447,1.583333333,-4.33826645,87.018,7.344879894,0,0.056240463,0.113933995,1.145404107,0.141102774,1,0,0,0
2011,0,AMERICAN GREETINGS CORP,2637510,12.51,5.837730447,1.583333333,-0.25694809,57.198,7.34630952,0,0.036914701,0.07862722,0.75992016,0.08559579,1,0,0,0
2012,0,AMERICAN GREETINGS CORP,2637510,16.89,5.837730447,1.181818182,-0.11547344,49.918,7.368000828,0,0.031524576,0.073206751,0.759565435,0.055541142,1,0,0,0
2011,0,A M A G PHARMACEUTICALS INC,00163U10,18.91,5.869296913,10,-0.13812154,-77.069,5.591822452,1,-0.288405981,-0.426748101,2.23092682,0.188867994,1,0,0,0
2012,0,A M A G PHARMACEUTICALS INC,00163U10,14.71,5.860786224,6.75,-0.2855632,-16.75,5.557356879,1,-0.064888025,-0.096934553,1.830864946,0.173236685,1,0,0,0
2013,0,A M A G PHARMACEUTICALS INC,00163U10,24.28,5.796057751,6.727272727,-0.16995241,-9.602,5.585220386,1,-0.036171311,-0.055693471,3.066263979,0.104541387,1,0,0,0
2005,1,APPLIED MATERIALS INC,3822210,17.94,5.894402834,32.58333333,-0.02484472,1209.9,9.329913538,0,0.107363843,0.13550914,2.943984945,0.081890809,0,0,0,0
2006,1,APPLIED MATERIALS INC,3822210,18.45,5.894402834,27.66666667,-0.1589242,1516.663,9.157133353,0,0.159971425,0.22802162,3.638660237,0.076444316,0,0,0,0
2007,1,APPLIED MATERIALS INC,3822210,17.76,5.894402834,28.76923077,-0.08050604,1710.196,9.273791584,0,0.160520364,0.218655744,3.440621456,0.126858209,0,0,0,0
2008,1,APPLIED MATERIALS INC,3822210,10.13,5.793013608,24.27272727,-0.11328527,960.746,9.306315603,0,0.087290409,0.127268691,2.275827274,0.132496158,0,0,0,0
2009,1,APPLIED MATERIALS INC,3822210,13.94,5.874930731,22.41666667,-0.2556158,-305.327,9.166936192,1,-0.031890459,-0.043036486,2.305862058,0.1432251,1,0,0,0
2010,1,APPLIED MATERIALS INC,3822210,14.05,5.894402834,19.41666667,-0.36065574,937.866,9.300578164,0,0.085701949,0.124449567,2.176291054,0.194027246,1,0,0,0
2011,1,APPLIED MATERIALS INC,3822210,10.71,5.894402834,22.16666667,-0.09716599,1926,9.536906563,0,0.138951014,0.218863636,1.8284,0.544623239,1,0,0,0
2012,0,APPLIED MATERIALS INC,3822210,11.44,5.897153868,21.33333333,-0.03246753,109,9.401208635,0,0.009006776,0.015065653,1.753724948,0.100425655,1,0,0,0
2013,1,APPLIED MATERIALS INC,3822210,17.68,5.897153868,18.58333333,-0.06603773,256,9.39632189,0,0.021257162,0.036117382,3.032931716,0.14138159,1,1,0,0
2005,1,ADVANCED MICRO DEVICES INC,790310,30.6,5.894402834,32.91666667,-0.09990917,165.483,8.894091321,0,0.022706918,0.049370838,3.976066318,0.080705004,0,0,0,0
2006,1,ADVANCED MICRO DEVICES INC,790310,20.35,5.910796644,31.38461539,-0.07843137,-166,9.484024935,1,-0.012626455,-0.028694901,1.924191876,0.189358102,0,0,0,0
2007,1,ADVANCED MICRO DEVICES INC,790310,7.5,5.81711116,19.08333333,-1.15479113,-3379,9.354527292,1,-0.292554113,-1.130100334,1.52006689,0.108922188,0,0,0,0
2008,1,ADVANCED MICRO DEVICES INC,790310,2.16,5.837730447,17.91666667,-0.93333333,-3098,8.945853857,1,-0.314527687,29.43902439,-16.04195122,0.080779221,0,0,0,0
2009,1,ADVANCED MICRO DEVICES INC,790310,9.68,5.81711116,20.91666667,-4.33826645,376,9.113719333,0,0.041749284,0.584876543,10.02358025,0.215895766,1,0,0,0
2010,1,ADVANCED MICRO DEVICES INC,790310,8.18,5.81711116,21.72727273,-0.70247932,471,8.510168577,0,0.094883159,0.464955578,5.515241856,0.066754792,1,0,0,0
2011,1,ADVANCED MICRO DEVICES INC,790310,5.4,5.910796644,28.15384615,-0.03667482,491,8.508152447,0,0.099919257,0.311320755,2.370566038,0.175060435,1,0,0,0
2012,1,ADVANCED MICRO DEVICES INC,790310,2.4,5.831882477,29.41666667,-1.49999997,-1183,8.294299609,1,-0.29575,-2.198884758,3.180669145,0.11081954,1,0,0,0
2013,1,ADVANCED MICRO DEVICES INC,790310,3.87,5.831882477,27.58333333,-0.8333333,-83,8.375168691,1,-0.019137653,-0.152573529,5.157628677,0.21725,1,0,0,0
2005,1,AMETEK INC NEW,3110010,42.54,5.834810737,7.583333333,-0.00549481,140.643,7.485267116,0,0.078986297,0.174592081,3.721732477,0.025025487,0,0,1,0
2006,1,AMETEK INC NEW,3110010,31.84,5.834810737,8.333333333,-0.0164551,181.934,7.664757622,0,0.08537991,0.188206548,3.493344754,0.02756992,0,0,1,0
2007,1,AMETEK INC NEW,3110010,46.84,5.834810737,9.833333333,-0.01953518,228.02,7.91815547,0,0.083046218,0.183782311,4.053428505,0.079844627,0,0,1,0
2008,1,AMETEK INC NEW,3110010,30.21,5.860786224,8.833333333,-0.00924424,246.952,8.025039491,0,0.080821013,0.191766866,2.503721676,0.031678625,0,0,1,0
2009,1,AMETEK INC NEW,3110010,38.24,5.831882477,9.416666667,-0.07980801,205.77,8.085496627,0,0.063391242,0.131312603,2.632687285,0.080625958,1,1,1,1
2010,1,AMETEK INC NEW,3110010,39.25,5.837730447,11,-0.05316422,283.932,8.24798345,0,0.074348866,0.159943308,3.553297677,0.050279233,1,1,1,1
2011,1,AMETEK INC NEW,3110010,42.1,5.837730447,11.83333333,-0.04585987,384.464,8.371124101,0,0.089006804,0.187287151,3.288992963,0.044617909,1,1,1,1
2012,1,AMETEK INC NEW,3110010,37.57,5.837730447,13.58333333,-0.01662708,459.132,8.554692424,0,0.088463785,0.181106372,3.607023862,0.036574688,1,1,1,1
2013,1,AMETEK INC NEW,3110010,52.67,5.855071922,13.25,-0.0053234,516.999,8.679125289,0,0.087956383,0.164853014,4.114785756,0.056878577,1,1,1,1
2005,1,AMGEN INC,3116210,78.86,5.837730447,28.66666667,-0.05923616,3674,10.28527453,0,0.125405332,0.179648917,4.719800499,0.062968413,0,0,1,0
2006,1,AMGEN INC,3116210,68.31,5.837730447,22,-0.0380421,2950,10.42789059,0,0.087309104,0.155557899,4.200034803,0.04379288,0,0,1,0
2007,1,AMGEN INC,3116210,46.44,5.837730447,22.33333333,-0.02195872,3166,10.45276436,0,0.091399867,0.177178354,2.825019867,0.059902924,0,0,1,0
2008,1,AMGEN INC,3116210,57.75,5.84932478,20.91666667,-0.07105943,4196,10.50353212,0,0.11513871,0.205827529,2.965969293,0.05121395,0,0,1,0
2009,1,AMGEN INC,3116210,56.57,5.828945618,20.16666667,-0.04848485,4605,10.58734169,0,0.116202781,0.203158777,2.4832201,0.079137283,1,0,1,1
2010,1,AMGEN INC,3116210,54.9,5.828945618,22.58333333,-0.01060633,4627,10.68021732,0,0.10640206,0.193242566,2.136936184,0.082944309,1,0,1,1
2011,1,AMGEN INC,3116210,64.21,5.837730447,26.41666667,-0.03278688,3683,10.79695991,0,0.075361666,0.193546692,2.684611698,0.159729568,1,1,1,1
2012,1,AMGEN INC,3116210,86.2,5.834810737,26.5,-0.07163993,4345,10.90226109,0,0.080021364,0.227964323,3.420412382,0.066644841,1,1,1,1
2013,1,AMGEN INC,3116210,114.08,5.85220248,25.08333333,-0.05336427,5081,11.09931729,0,0.07683932,0.229951122,3.895943519,0.070076246,1,1,1,1
2007,0,AMERICAN WOODMARK CORP,3050610,18.18,5.87211779,4.916666667,-0.14096664,4.271,5.755105935,0,0.013567387,0.019898991,1.244027041,0.163271627,0,0,0,0
2008,0,AMERICAN WOODMARK CORP,3050610,18.23,5.874930731,5.25,-0.43755435,-3.234,5.71944911,1,-0.010647369,-0.015877692,1.432359266,0.263091687,0,0,0,0
2009,0,AMERICAN WOODMARK CORP,3050610,19.68,5.860786224,5.583333333,-0.02649708,-22.341,5.646975764,1,-0.079101946,-0.127431296,1.87246917,0.175260176,1,0,0,0
2010,0,AMERICAN WOODMARK CORP,3050610,24.54,5.860786224,4.583333333,-0.80193234,-20.018,5.596085899,1,-0.07459105,-0.130016562,1.885829637,0.196223529,1,0,0,0
2011,0,AMERICAN WOODMARK CORP,3050610,13.66,5.860786224,7,-0.32020769,-20.786,5.583951093,1,-0.078401937,-0.159867713,1.987311568,0.248239371,1,0,0,0
2012,0,AMERICAN WOODMARK CORP,3050610,27.82,5.87211779,6.333333333,-0.04923683,9.758,5.686951627,0,0.033191267,0.066746469,3.411840008,0.365761294,1,0,0,0
